"AA",0.0460224473036,0.0465959246895,0.0513410801269,0.0542351813324,0.0666281669209,0.073653764447,0.066078260034,0.0598382514146,0.0656580059794,0.0677599672518,0.0582001186114,0.0637236398938,0.0584535058624,0.0585415213222,0.0532433608375,0.0608612995394,
"AS",0.0569413075404,0.0705036768228,0.108156419987,0.074847243482,0.0779087929581,0.0549655199799,0.0423921148833,0.0315568455641,0.0305767919514,0.0311013153169,0.0295315458534,0.0317627935129,0.0348331507469,0.0289938515343,0.0369029221691,0.0372662888132,
"CO",0.0268774904047,0.0329892860364,0.0418829910234,0.0484685622307,0.045450300324,0.0563388785579,0.0484045816903,0.0485507646142,0.0611754539007,0,0,0,0,0,0,0,
"DH",0.0644166725756,0.0385643977279,0.0363419101486,0,0,0,0,0,0,0,0,0,0,0,0,0,
"DL",0.0402686639798,0.0495964446409,0.0473240701076,0.0541327165739,0.0553314953697,0.0522618497071,0.0445733364174,0.0658914119503,0.0480174538562,0.0393592055899,0.0498650270979,0.0492807246603,0.0440017079946,0.0441875770797,0.0438603555806,0.0422720386547,
"MQ",0.0477590713012,0.0552282813897,0.0515811079033,0.0600708250316,0.0621646123731,0.0571551051268,0.0529016793704,0.0536109076929,0.0523282713565,0.0430572346451,0.0535048480784,0.0578010241889,0.0537176458609,0,0,0.0415895481099,
"HP",0.0611775624029,0.0736000489948,0.0575026408495,0,0,0,0,0,0,0,0,0,0,0,0,0,
"FL",0.0347140732885,0.0322999790844,0.0512539919751,0.0426941025479,0.0439395954537,0.0368876583972,0.0415861424338,0.0307905756217,0.0259450026739,0.0250897498189,0.0484861915931,0.0473041071766,0,0,0,0,
"OO",0.0585979259654,0.0771888108267,0.0919270118697,0.113001246103,0.111328360206,0.056156705299,0.0323226029136,0.0395294519863,0.039633741479,0.0378153186695,0.0416395549517,0.0488300553481,0.0463481725226,0.0391826640613,0.0437891120934,0.0413963599955,
"RU",0.0281658490585,0.0312591140132,0.0345002687193,0.0437324553642,0,0,0,0,0,0,0,0,0,0,0,0,
"TZ",0.0340178592577,0.03731746389,0.0295003287311,0.0513998571574,0,0,0,0,0,0,0,0,0,0,0,0,
"WN",0.029547820678,0.0415650179119,0.042360482378,0.0451891212849,0.0441158690737,0.042376393172,0.0450109072154,0.0600877822509,0.0500299727355,0.04889624606,0.0656630382487,0.0773915001537,0.0587170475213,0.0500714228547,0.0542360716209,0.0603885209008,
